kind,name,count,source_sites
member,"cc.LayerMultiplex.createWithArray",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:737"
member,"cc.Loader",3,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:878;src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:894;src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:902"
member,"cc.Loader.preload",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:891"
member,"cc.LoaderScene",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:902"
member,"cc.MAC_USE_DISPLAY_LINK_THREAD",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:53"
member,"cc.MAC_USE_MAIN_THREAD",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:55"
member,"cc.MAC_USE_OWN_THREAD",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:57"
member,"cc.MAC_VERSION_10_6",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:127"
member,"cc.MAC_VERSION_10_7",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:129"
member,"cc.MAC_VERSION_10_8",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:131"
member,"cc.MENU_HANDLER_PRIORITY",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:171;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:133"
member,"cc.MENU_STATE_TRACKING_TOUCH",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:169;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:135"
member,"cc.MENU_STATE_WAITING",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:167;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:137"
member,"cc.Menu.create",2,"src_jsc/Scene/TeamBuild/TeamBuildScene.js:386;src_jsc/Scene/TeamBuild/TeamBuildScene_V2.js:277"
member,"cc.MenuItemFont.extend",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:872"
member,"cc.MenuItemImage.create",2,"src_jsc/Scene/TeamBuild/TeamBuildScene.js:380;src_jsc/Scene/TeamBuild/TeamBuildScene_V2.js:268"
member,"cc.MenuItemToggle._create.apply",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:706;src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:718"
member,"cc.MenuItemToggle.create",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:688"
member,"cc.MoveBy.create",36,"src_jsc/Factorys/Skill/Item/Timeline.js:234;src_jsc/Scene/Fight/FightScene.js:1072;src_jsc/Scene/Fight/FightScene.js:1073;src_jsc/Scene/Fight/FightScene.js:1074;src_jsc/Scene/Fight/FightScene.js:1075;src_jsc/Scene/Fight/FightScene.js:1087;src_jsc/Scene/Fight/FightScene.js:1088;src_jsc/Scene/Fight/FightScene.js:1089;src_jsc/Scene/Fight/FightScene.js:1090;src_jsc/Scene/Fight/FightScene.js:1396;src_jsc/Scene/Fight/FightScene.js:1400;src_jsc/Scene/Fight/FightScene.js:1402;src_jsc/Scene/Fight/FightScene.js:1404;src_jsc/Scene/Fight/FightScene.js:1454;src_jsc/Scene/Fight/FightScene.js:1458;src_jsc/Scene/Fight/FightScene.js:1460;src_jsc/Scene/Fight/FightScene.js:1462;src_jsc/Scene/Fight/FightScene.js:2482;src_jsc/Scene/Fight/FightScene.js:2482;src_jsc/Utils/Node.js:713;src_jsc/Views/Card/Fight.js:148;src_jsc/Views/Card/Fight.js:150;src_jsc/Views/Mgr.js:779;src_jsc/Views/Mgr.js:781;src_jsc/Views/Mgr.js:782;src_jsc/Views/Mgr.js:783;src_jsc/Views/Mgr.js:784;src_jsc/Views/Mgr.js:785;src_jsc/Views/Mgr.js:820;src_jsc/Views/Mgr.js:821;src_jsc/Views/Mgr.js:836;src_jsc/Views/Mgr.js:837;src_jsc/Views/Mgr.js:1015;src_jsc/Views/Mgr.js:1091;src_jsc/Views/QuickFight.js:199;src_jsc/Views/UnionWarFightView.js:249"
member,"cc.MoveTo.create",47,"src_jsc/Scene/Combat/CombatCardView.js:333;src_jsc/Scene/Fight/FightScene.js:1836;src_jsc/Scene/Fight/FightScene.js:2437;src_jsc/Scene/Ladder/LadderCardShow.js:420;src_jsc/Scene/Main/MainMenuScene.js:341;src_jsc/Scene/Main/MainMenuScene.js:449;src_jsc/Utils/Node.js:668;src_jsc/Views/CardListView.js:393;src_jsc/Views/Dialog/SkillUpDialog.js:502;src_jsc/Views/GeneralCardShow.js:189;src_jsc/Views/GeneralPlayView.js:433;src_jsc/Views/GeneralPlayView.js:439;src_jsc/Views/GeneralPlayView.js:464;src_jsc/Views/GeneralPlayView.js:470;src_jsc/Views/GeneralPlayView.js:528;src_jsc/Views/GeneralSwapView.js:157;src_jsc/Views/GeneralSwapView.js:167;src_jsc/Views/GeneralSwapView.js:194;src_jsc/Views/GeneralSwapView.js:196;src_jsc/Views/GeneralSwapView.js:207;src_jsc/Views/GeneralSwapView.js:217;src_jsc/Views/GeneralSwapView.js:244;src_jsc/Views/GeneralSwapView.js:246;src_jsc/Views/Goddess/ThreeIconShowView.js:151;src_jsc/Views/Goddess/ThreeIconShowView.js:161;src_jsc/Views/Goddess/ThreeIconShowView.js:190;src_jsc/Views/Goddess/ThreeIconShowView.js:192;src_jsc/Views/Goddess/ThreeIconShowView.js:203;src_jsc/Views/Goddess/ThreeIconShowView.js:213;src_jsc/Views/Goddess/ThreeIconShowView.js:242;src_jsc/Views/Goddess/ThreeIconShowView.js:244;src_jsc/Views/Meridians/MeridiansMainView.js:234;src_jsc/Views/Meridians/MeridiansMainView.js:236;src_jsc/Views/Meridians/MeridiansMainView.js:238;src_jsc/Views/Meridians/MeridiansMainView.js:240;src_jsc/Views/Meridians/MeridiansMainView.js:242;src_jsc/Views/Meridians/MeridiansMainView.js:244;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:282;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:286;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:306;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:310;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:359;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:363;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:383;src_jsc/Views/MiracleWeapons/ThreeMiracleWeaponsShowLayer.js:387;src_jsc/Views/MultiPagesMenuView.js:305;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:306"
member,"cc.NODE_RENDER_SUBPIXEL",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:59"
member,"cc.NODE_TAG_INVALID",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:139"
member,"cc.Node",62,"src_jsc/Scene/Aga/AgaScene.js:11;src_jsc/Scene/Aga/AgaScene.js:342;src_jsc/Scene/Aga/AgaScene.js:738;src_jsc/Scene/Awake/AwakeBoxView.js:484;src_jsc/Scene/Awake/AwakeBoxView.js:690;src_jsc/Scene/Develop/AlchemyView.js:287;src_jsc/Scene/Develop/AlchemyView.js:535;src_jsc/Scene/GeneralSelect/GeneralSelectScene.js:289;src_jsc/Scene/Ladder/LadderCardShow.js:10;src_jsc/Scene/Party/LadderCompetitionDialog.js:29;src_jsc/Scene/Party/RechargeRankDialog.js:295;src_jsc/Scene/Party/WishingScene.js:11;src_jsc/Scene/Store/ToastView.js:455;src_jsc/Scene/Store/ToastView.js:670;src_jsc/Scene/TeamBuild/TeamMemberNavigation.js:641;src_jsc/Scene/TeamBuild/TeamMemberNavigation.js:887;src_jsc/Views/ActivitiesShow.js:11;src_jsc/Views/ActivitiesShow6Icon.js:19;src_jsc/Views/BeautyIconButton.js:10;src_jsc/Views/Card/Fight.js:85;src_jsc/Views/CardNavigateView.js:11;src_jsc/Views/Dialog/AdventureDropDialog.js:69;src_jsc/Views/Dialog/AdvertisementDialog.js:47;src_jsc/Views/Dialog/AvoidWarDialog.js:10;src_jsc/Views/Dialog/GeneralTrainingResultDialog.js:10;src_jsc/Views/Gems/GemsEquipmentAdd.js:10;src_jsc/Views/GeneralCardShow.js:10;src_jsc/Views/ItemShowList.js:194;src_jsc/Views/MainMenuBtnView.js:11;src_jsc/Views/MainMenuView.js:136;src_jsc/Views/MiniTablePage.js:10;src_jsc/Views/NotificationNode.js:10;src_jsc/Views/NotificationNode.js:55;src_jsc/Views/PlayerInfoBannerView.js:11;src_jsc/Views/PlayerInfoBannerView.js:111;src_jsc/Views/PlayerInfoBannerView.js:248;src_jsc/Views/PlayerInfoBannerView.js:357;src_jsc/Views/ProgressTimer/BlueProgressTimer.js:10;src_jsc/Views/ProgressTimer/NormalProgressTimer.js:10;src_jsc/Views/ReplaceCardList.js:10;src_jsc/Views/ReplaceCardPanel.js:10;src_jsc/Views/RoundClippingNode.js:13;src_jsc/Views/SceneTitleView.js:10;src_jsc/Views/SkillPieceIconShow.js:10;src_jsc/Views/SkillSpecView.js:11;src_jsc/Views/SpeakerView.js:10;src_jsc/Views/SplitLabelTTF.js:10;src_jsc/Views/SpriteClippingNode.js:12;src_jsc/Views/TablePageView.js:10;src_jsc/Views/TeamCntPopView.js:10;src_jsc/Views/TeamGeneralFightAndStrikeView.js:10;src_jsc/Views/TeamIconButton.js:10;src_jsc/Views/TextProgressView.js:13;src_jsc/Views/UnionWarBattleView.js:10;src_jsc/Views/UnionWarPlayerHeadFightView.js:10;src_jsc/Views/UnionWarPlayerHeadView.js:10;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:10;src_jsc/Views/UpgradeGuideInMainView.js:16;src_jsc/Views/WorshipCardAdd.js:10;src_jsc/Views/WorshipDescView.js:10;src_jsc/Views/WorshipInfoView.js:10;src_jsc/Views/WorshipWinePopNode.js:235"
member,"cc.Node.create",43,"src_jsc/Models/Dungeon.js:106;src_jsc/Models/Dungeon.js:156;src_jsc/Models/Dungeon.js:300;src_jsc/Models/General.js:958;src_jsc/Models/TreasureBox.js:218;src_jsc/Scene/Achievement/AchievementScene.js:79;src_jsc/Scene/Achievement/AchievementScene.js:81;src_jsc/Scene/Achievement/AchievementScene.js:83;src_jsc/Scene/Achievement/AchievementScene.js:85;src_jsc/Scene/Awake/AwakeBoxView.js:357;src_jsc/Scene/Awake/AwakeBoxView.js:646;src_jsc/Scene/Awake/AwakeBoxView.js:969;src_jsc/Scene/Beauty/BeautyCell.js:34;src_jsc/Scene/Buddy/BuddyView.js:205;src_jsc/Scene/Buddy/BuddyView.js:244;src_jsc/Scene/Climb/ClimbLadderRankListScene.js:21;src_jsc/Scene/Climb/ClimbLadderRankListScene.js:23;src_jsc/Scene/Climb/ClimbLadderRankListScene.js:25;src_jsc/Scene/Climb/ClimbLadderRankListScene.js:27;src_jsc/Scene/Climb/StartBattleScene.js:398;src_jsc/Scene/Equ/EquipmentScene.js:91;src_jsc/Scene/Equ/EquipmentScene.js:121;src_jsc/Scene/Fight/FightScene.js:231;src_jsc/Scene/Fight/FightScene.js:284;src_jsc/Scene/Fight/FightScene.js:294;src_jsc/Scene/Fight/FightScene.js:304;src_jsc/Scene/Fight/FightScene.js:504;src_jsc/Scene/Ladder/LadderCardShow.js:118;src_jsc/Scene/Main/MainMenuScene.js:72;src_jsc/Scene/Rank/RankScene.js:29;src_jsc/Scene/Skill/SkillScene.js:67;src_jsc/Scene/SubMenu/PartyMenuScene.js:294;src_jsc/Scene/Worship/WorshipScene.js:87;src_jsc/Views/Card/Fight.js:459;src_jsc/Views/ClimbLadderPFKGView.js:53;src_jsc/Views/Dialog/GeneralPreviewDialog.js:56;src_jsc/Views/Dialog/GeneralPreviewDialog.js:58;src_jsc/Views/Dialog/GeneralPreviewDialog.js:60;src_jsc/Views/Dialog/GeneralPreviewDialog.js:62;src_jsc/Views/Mgr.js:998;src_jsc/Views/Mgr.js:1064;src_jsc/Views/MultiPagesMenuView.js:42;src_jsc/Views/MultiPagesMenuView.js:133"
member,"cc.Node.extend",49,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:862;src_jsc/Libs/CCExt.js:7;src_jsc/Scene/Awake/AwakeBoxView.js:479;src_jsc/Scene/Awake/AwakeBoxView.js:685;src_jsc/Scene/Develop/AlchemyView.js:282;src_jsc/Scene/Develop/AlchemyView.js:530;src_jsc/Scene/GeneralSelect/GeneralSelectScene.js:284;src_jsc/Scene/Ladder/LadderCardShow.js:5;src_jsc/Scene/Store/ToastView.js:450;src_jsc/Scene/Store/ToastView.js:665;src_jsc/Scene/TeamBuild/TeamMemberNavigation.js:636;src_jsc/Scene/TeamBuild/TeamMemberNavigation.js:882;src_jsc/Views/ActivitiesShow.js:5;src_jsc/Views/ActivitiesShow6Icon.js:5;src_jsc/Views/BeautyIconButton.js:5;src_jsc/Views/CardNavigateView.js:5;src_jsc/Views/Dialog/AdventureDropDialog.js:64;src_jsc/Views/Dialog/AvoidWarDialog.js:5;src_jsc/Views/Dialog/GeneralTrainingResultDialog.js:5;src_jsc/Views/Gems/GemsEquipmentAdd.js:5;src_jsc/Views/GeneralCardShow.js:5;src_jsc/Views/ItemShowList.js:189;src_jsc/Views/MainMenuView.js:131;src_jsc/Views/NotificationNode.js:5;src_jsc/Views/PlayerInfoBannerView.js:5;src_jsc/Views/ProgressTimer/BlueProgressTimer.js:5;src_jsc/Views/ProgressTimer/NormalProgressTimer.js:5;src_jsc/Views/ReplaceCardList.js:5;src_jsc/Views/ReplaceCardPanel.js:5;src_jsc/Views/RoundClippingNode.js:5;src_jsc/Views/SceneTitleView.js:5;src_jsc/Views/SkillPieceIconShow.js:5;src_jsc/Views/SkillSpecView.js:5;src_jsc/Views/SpeakerView.js:5;src_jsc/Views/SplitLabelTTF.js:5;src_jsc/Views/SpriteClippingNode.js:5;src_jsc/Views/TablePageView.js:5;src_jsc/Views/TeamCntPopView.js:5;src_jsc/Views/TeamGeneralFightAndStrikeView.js:5;src_jsc/Views/TeamIconButton.js:5;src_jsc/Views/UnionWarBattleView.js:5;src_jsc/Views/UnionWarPlayerHeadFightView.js:5;src_jsc/Views/UnionWarPlayerHeadView.js:5;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:5;src_jsc/Views/UpgradeGuideInMainView.js:5;src_jsc/Views/WorshipCardAdd.js:5;src_jsc/Views/WorshipDescView.js:5;src_jsc/Views/WorshipInfoView.js:5;src_jsc/Views/WorshipWinePopNode.js:230"
member,"cc.Node.getNodeToParentTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:59"
member,"cc.Node.getNodeToWorldTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:49"
member,"cc.Node.getNumberOfRunningActions",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:89"
member,"cc.Node.getNumberOfRunningActionsInTarget",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:99"
member,"cc.Node.getParentToNodeTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:79"
member,"cc.Node.getWorldToNodeTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:69"
member,"cc.Node.method",11,"src_jsc/Prototype/Node.js:5;src_jsc/Prototype/Node.js:14;src_jsc/Prototype/Node.js:23;src_jsc/Prototype/Node.js:31;src_jsc/Prototype/Node.js:36;src_jsc/Prototype/Node.js:41;src_jsc/Prototype/Node.js:43;src_jsc/Prototype/Node.js:48;src_jsc/Prototype/Node.js:64;src_jsc/Prototype/Node.js:91;src_jsc/Prototype/Node.js:123"
member,"cc.Node.nodeToParentTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:59"
member,"cc.Node.nodeToWorldTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:49"
member,"cc.Node.numberOfRunningActions",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:89"
member,"cc.Node.numberOfRunningActionsInTarget",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:99"
member,"cc.Node.parentToNodeTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:79"
member,"cc.Node.prototype.getNodeToParentTransform.apply",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:61"
member,"cc.Node.prototype.getNodeToWorldTransform.apply",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:51"
member,"cc.Node.prototype.getNumberOfRunningActions.apply",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:91"
member,"cc.Node.prototype.getNumberOfRunningActionsInTarget.apply",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:101"
member,"cc.Node.prototype.getParentToNodeTransform.apply",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:81"
member,"cc.Node.prototype.getWorldToNodeTransform.apply",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:71"
member,"cc.Node.prototype.nodeToParentTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:54"
member,"cc.Node.prototype.nodeToWorldTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:44"
member,"cc.Node.prototype.numberOfRunningActions",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:84"
member,"cc.Node.prototype.numberOfRunningActionsInTarget",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:94"
member,"cc.Node.prototype.parentToNodeTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:74"
member,"cc.Node.prototype.worldToNodeTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:64"
member,"cc.Node.worldToNodeTransform",1,"src_jsc/Core/Cocos2d-x/jsb_deprecated.js:69"
member,"cc.NodeRGBA",2,"src_jsc/Views/BaseView.js:13;src_jsc/Views/UpgradeCard/CardAwakeInfoView.js:24"
member,"cc.NodeRGBA.create",3,"src_jsc/Scene/TeamBuild/TeamMemberNavigation.js:514;src_jsc/Views/Card/Fight.js:427;src_jsc/Views/Card/Fight.js:435"
member,"cc.NodeRGBA.extend",3,"src_jsc/Views/BaseView.js:5;src_jsc/Views/BaseView.js:7;src_jsc/Views/UpgradeCard/CardAwakeInfoView.js:5"
member,"cc.NotificationCenter",4,"src_jsc/Core/Cocos2d-x/CCNotificationCenter.js:7;src_jsc/Core/Cocos2d-x/CCNotificationCenter.js:112;src_jsc/Core/Utils/headers.js:238;src_jsc/Utils/Notify.js:11"
member,"cc.NotificationCenter.getInstance",2,"src_jsc/Core/Cocos2d-x/CCNotificationCenter.js:109;src_jsc/Utils/Notify.js:5"
member,"cc.NotificationObserver",2,"src_jsc/Core/Cocos2d-x/CCNotificationCenter.js:19;src_jsc/Core/Cocos2d-x/CCNotificationCenter.js:118"
member,"cc.OS_VERSION_4_0",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:261"
member,"cc.OS_VERSION_4_0_1",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:263"
member,"cc.OS_VERSION_4_1",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:265"
member,"cc.OS_VERSION_4_2",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:267"
member,"cc.OS_VERSION_4_2_1",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:269"
member,"cc.OS_VERSION_4_3",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:271"
member,"cc.OS_VERSION_4_3_1",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:273"
member,"cc.OS_VERSION_4_3_2",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:275"
member,"cc.OS_VERSION_4_3_3",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:277"
member,"cc.OS_VERSION_4_3_4",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:279"
member,"cc.OS_VERSION_4_3_5",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:281"
member,"cc.OS_VERSION_5_0",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:283"
member,"cc.OS_VERSION_5_0_1",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:285"
member,"cc.OS_VERSION_5_1_0",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:287"
member,"cc.OS_VERSION_6_0_0",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:289"
member,"cc.PARTICLE_DURATION_INFINITY",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:123;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:141"
member,"cc.PARTICLE_MODE_GRAVITY",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:125;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:143"
member,"cc.PARTICLE_MODE_RADIUS",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:127;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:145"
member,"cc.PARTICLE_START_RADIUS_EQUAL_TO_END_RADIUS",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:131;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:147"
member,"cc.PARTICLE_START_SIZE_EQUAL_TO_END_SIZE",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:129;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:149"
member,"cc.PARTICLE_TYPE_FREE",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:117"
member,"cc.PARTICLE_TYPE_GROUPED",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:121"
member,"cc.PARTICLE_TYPE_RELATIVE",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:119"
member,"cc.POINT_ZERO",6,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:163;src_jsc/Core/Constant.js:31;src_jsc/Factorys/Particle.js:31;src_jsc/Factorys/Skill/Item/Timeline.js:383;src_jsc/Scene/SubMenu/PartyMenuScene.js:265;src_jsc/Update/UpdateScene.js:133"
member,"cc.POSITION_TYPE_FREE",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:151"
member,"cc.POSITION_TYPE_GROUPED",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:153"
member,"cc.POSITION_TYPE_RELATIVE",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:155"
member,"cc.PRIORITY_NON_SYSTEM_MIN",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:157"
member,"cc.PRIORITY_SYSTEM",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:159"
member,"cc.PROGRESS_TIMER_TYPE_BAR",14,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:115;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:161;src_jsc/Scene/TeamBuild/TeamMemberNavigation.js:716;src_jsc/Update/UpdateScene.js:157;src_jsc/Views/Dialog/PlayerInfoDialog.js:113;src_jsc/Views/HpProgressView.js:138;src_jsc/Views/HpProgressView.js:167;src_jsc/Views/HulaoBattle/GarrisonLayoutDialog.js:465;src_jsc/Views/PlayerInfoBannerView.js:158;src_jsc/Views/PlayerInfoBannerView.js:299;src_jsc/Views/ProgressTimer/BlueProgressTimer.js:37;src_jsc/Views/ProgressTimer/NormalProgressTimer.js:37;src_jsc/Views/TeamCntPopView.js:77;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:45"
member,"cc.PROGRESS_TIMER_TYPE_RADIAL",2,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:113;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:163"
member,"cc.PVRMIPMAP_MAX",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:61"
member,"cc.ParticleFire",1,"src_jsc/Cfg/Particle.js:9"
member,"cc.ParticleFireworks",2,"src_jsc/Cfg/Particle.js:6;src_jsc/Cfg/Particle.js:7"
member,"cc.ParticleFlower",1,"src_jsc/Cfg/Particle.js:10"
member,"cc.ParticleGalaxy",1,"src_jsc/Cfg/Particle.js:8"
member,"cc.ParticleMeteor",1,"src_jsc/Cfg/Particle.js:11"
member,"cc.ParticleSpiral",1,"src_jsc/Cfg/Particle.js:12"
member,"cc.ParticleSystem.create",1,"src_jsc/Factorys/Particle.js:25"
member,"cc.PhysicsDebugNode._create",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_extension.js:94"
member,"cc.PhysicsDebugNode.create",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_extension.js:85"
member,"cc.PhysicsDebugNode.prototype.setSpace",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_extension.js:97"
member,"cc.PhysicsSprite.prototype.setBody",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_extension.js:109"
member,"cc.PointZero",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:388"
member,"cc.ProgressFromTo.create",6,"src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:145;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:160;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:178;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:203;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:227;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:232"
member,"cc.ProgressTimer.create",12,"src_jsc/Scene/TeamBuild/TeamMemberNavigation.js:712;src_jsc/Update/UpdateScene.js:155;src_jsc/Views/Dialog/PlayerInfoDialog.js:109;src_jsc/Views/HpProgressView.js:136;src_jsc/Views/HpProgressView.js:161;src_jsc/Views/HulaoBattle/GarrisonLayoutDialog.js:461;src_jsc/Views/PlayerInfoBannerView.js:154;src_jsc/Views/PlayerInfoBannerView.js:295;src_jsc/Views/ProgressTimer/BlueProgressTimer.js:33;src_jsc/Views/ProgressTimer/NormalProgressTimer.js:33;src_jsc/Views/TeamCntPopView.js:73;src_jsc/Views/UpgradeCard/BaseUpgradeCard.js:41"
member,"cc.ProgressTo.create",3,"src_jsc/Views/HpProgressView.js:220;src_jsc/Views/HpProgressView.js:236;src_jsc/Views/HpProgressView.js:245"
member,"cc.RED",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:151"
member,"cc.REPEAT_FOREVER",17,"src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:165;src_jsc/Core/Cocos2d-x/jsb_cocos2d.js:1105;src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:165;src_jsc/Models/ChatMessageManager.js:35;src_jsc/Models/ChatMessageManager.js:208;src_jsc/Models/Player.js:223;src_jsc/Models/Player.js:227;src_jsc/Models/ToastModel.js:76;src_jsc/Scene/Party/RechargeRankDialog.js:405;src_jsc/Scene/SceneMgr.js:554;src_jsc/Views/ChatContentLayer.js:265;src_jsc/Views/Dialog/ChatDialog.js:72;src_jsc/Views/Dialog/CheckOrderDialog.js:53;src_jsc/Views/Dialog/DungeonDetail.js:206;src_jsc/Views/Dialog/DungeonDetailB.js:183;src_jsc/Views/GeneralPlayView.js:248;src_jsc/Views/StoreItemView.js:62"
member,"cc.RESOLUTION_MAC",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:167"
member,"cc.RESOLUTION_MAC_RETINA_DISPLAY",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:169"
member,"cc.RESOLUTION_POLICY",1,"src_jsc/Core/Cocos2d-x/jsb_cocos2d_constants.js:335"
